# Species	Genes	Alg.-Conn.	GCA_040366825.1.faa	GCA_040367275.1.faa	GCA_040368535.1.faa	GCA_040369685.1.faa	GCA_040370845.1.faa	GCA_040371445.1.faa	GCA_040372445.1.faa	GCA_040373035.1.faa	GCA_040373105.1.faa	GCA_040373215.1.faa	GCA_040373345.1.faa	GCA_040374935.1.faa	GCA_040377535.1.faa	GCA_040380425.1.faa	GCA_040383235.1.faa	GCA_040385865.1.faa	GCA_040388595.1.faa	GCA_040391575.1.faa	GCA_040394165.1.faa	GCA_040397295.1.faa	GCA_040400385.1.faa	GCA_040403735.1.faa	GCA_040404325.1.faa	GCA_040404335.1.faa	GCA_040404365.1.faa	GCA_040404415.1.faa	GCA_040404485.1.faa	GCA_040404575.1.faa	GCA_040404645.1.faa
29	29	0.828	XCB75707.1	XCB77778.1	XCB79761.1	XCB81755.1	XCB83814.1	XCB85841.1	XCB87761.1	XCB89883.1	XCB91910.1	XCB93816.1	XCB95925.1	XCB97894.1	XCB99957.1	XCC02004.1	XCC03983.1	XCC06011.1	XCC08124.1	XCC10168.1	XCC12197.1	XCC14257.1	XCC16357.1	XCC18390.1	XCC20303.1	XCC22372.1	XCC24350.1	XCC26356.1	XCC28382.1	XCC30393.1	XCC32469.1
29	29	0.828	XCB75709.1	XCB77780.1	XCB79763.1	XCB81757.1	XCB83816.1	XCB85842.1	XCB87763.1	XCB89885.1	XCB91912.1	XCB93818.1	XCB95927.1	XCB97897.1	XCB99959.1	XCC02006.1	XCC03985.1	XCC06013.1	XCC08126.1	XCC10170.1	XCC12199.1	XCC14259.1	XCC16359.1	XCC18392.1	XCC20305.1	XCC22374.1	XCC24352.1	XCC26358.1	XCC28385.1	XCC30396.1	XCC32472.1
29	29	0.828	XCB75710.1	XCB77781.1	XCB79764.1	XCB81758.1	XCB83817.1	XCB85843.1	XCB87765.1	XCB89886.1	XCB91913.1	XCB93819.1	XCB95928.1	XCB97898.1	XCB99960.1	XCC02007.1	XCC03986.1	XCC06015.1	XCC08127.1	XCC10171.1	XCC12201.1	XCC14260.1	XCC16360.1	XCC18393.1	XCC20306.1	XCC22375.1	XCC24353.1	XCC26359.1	XCC28386.1	XCC30397.1	XCC32473.1
29	29	0.828	XCB75711.1	XCB77782.1	XCB79765.1	XCB81759.1	XCB83818.1	XCB85844.1	XCB87766.1	XCB89887.1	XCB91914.1	XCB93820.1	XCB95929.1	XCB97899.1	XCB99961.1	XCC02008.1	XCC03987.1	XCC06016.1	XCC08128.1	XCC10172.1	XCC12202.1	XCC14261.1	XCC16361.1	XCC18394.1	XCC20307.1	XCC22376.1	XCC24354.1	XCC26360.1	XCC28387.1	XCC30398.1	XCC32474.1
29	29	0.828	XCB75712.1	XCB77783.1	XCB79766.1	XCB81760.1	XCB83819.1	XCB85845.1	XCB87767.1	XCB89888.1	XCB91915.1	XCB93821.1	XCB95930.1	XCB97900.1	XCB99962.1	XCC02009.1	XCC03988.1	XCC06017.1	XCC08129.1	XCC10173.1	XCC12203.1	XCC14262.1	XCC16362.1	XCC18395.1	XCC20308.1	XCC22377.1	XCC24355.1	XCC26361.1	XCC28388.1	XCC30399.1	XCC32475.1
29	29	0.828	XCB75713.1	XCB77784.1	XCB79767.1	XCB81761.1	XCB83820.1	XCB85846.1	XCB87768.1	XCB89889.1	XCB91916.1	XCB93822.1	XCB95931.1	XCB97901.1	XCB99963.1	XCC02010.1	XCC03989.1	XCC06018.1	XCC08130.1	XCC10174.1	XCC12204.1	XCC14263.1	XCC16363.1	XCC18396.1	XCC20309.1	XCC22378.1	XCC24356.1	XCC26362.1	XCC28389.1	XCC30400.1	XCC32476.1
29	29	0.828	XCB75714.1	XCB77785.1	XCB79768.1	XCB81762.1	XCB83821.1	XCB85847.1	XCB87769.1	XCB89890.1	XCB91917.1	XCB93823.1	XCB95932.1	XCB97902.1	XCB99964.1	XCC02011.1	XCC03990.1	XCC06019.1	XCC08131.1	XCC10175.1	XCC12205.1	XCC14264.1	XCC16364.1	XCC18397.1	XCC20310.1	XCC22379.1	XCC24357.1	XCC26363.1	XCC28390.1	XCC30401.1	XCC32477.1
29	29	0.828	XCB75715.1	XCB77786.1	XCB79769.1	XCB81763.1	XCB83822.1	XCB85848.1	XCB87770.1	XCB89891.1	XCB91918.1	XCB93824.1	XCB95933.1	XCB97903.1	XCB99965.1	XCC02012.1	XCC03991.1	XCC06020.1	XCC08132.1	XCC10176.1	XCC12206.1	XCC14265.1	XCC16365.1	XCC18398.1	XCC20311.1	XCC22380.1	XCC24358.1	XCC26364.1	XCC28391.1	XCC30402.1	XCC32478.1
29	29	0.828	XCB75716.1	XCB77787.1	XCB79770.1	XCB81764.1	XCB83823.1	XCB85849.1	XCB87771.1	XCB89892.1	XCB91919.1	XCB93825.1	XCB95934.1	XCB97904.1	XCB99966.1	XCC02013.1	XCC03992.1	XCC06021.1	XCC08133.1	XCC10177.1	XCC12207.1	XCC14266.1	XCC16366.1	XCC18399.1	XCC20312.1	XCC22381.1	XCC24359.1	XCC26365.1	XCC28392.1	XCC30403.1	XCC32479.1
29	29	0.828	XCB75717.1	XCB77788.1	XCB79771.1	XCB81765.1	XCB83824.1	XCB85850.1	XCB87772.1	XCB89893.1	XCB91920.1	XCB93826.1	XCB95935.1	XCB97905.1	XCB99967.1	XCC02014.1	XCC03993.1	XCC06022.1	XCC08134.1	XCC10178.1	XCC12208.1	XCC14267.1	XCC16367.1	XCC18400.1	XCC20313.1	XCC22382.1	XCC24360.1	XCC26366.1	XCC28393.1	XCC30404.1	XCC32480.1
29	29	0.828	XCB75718.1	XCB77789.1	XCB79772.1	XCB81766.1	XCB83825.1	XCB85851.1	XCB87773.1	XCB89894.1	XCB91921.1	XCB93827.1	XCB95936.1	XCB97906.1	XCB99968.1	XCC02015.1	XCC03994.1	XCC06023.1	XCC08135.1	XCC10179.1	XCC12209.1	XCC14268.1	XCC16368.1	XCC18401.1	XCC20314.1	XCC22383.1	XCC24361.1	XCC26367.1	XCC28394.1	XCC30405.1	XCC32481.1
29	29	0.828	XCB75719.1	XCB77790.1	XCB79773.1	XCB81767.1	XCB83826.1	XCB85852.1	XCB87774.1	XCB89895.1	XCB91922.1	XCB93828.1	XCB95937.1	XCB97907.1	XCB99969.1	XCC02016.1	XCC03995.1	XCC06024.1	XCC08136.1	XCC10180.1	XCC12210.1	XCC14269.1	XCC16369.1	XCC18402.1	XCC20315.1	XCC22384.1	XCC24362.1	XCC26368.1	XCC28395.1	XCC30406.1	XCC32482.1
29	29	0.828	XCB75720.1	XCB77791.1	XCB79774.1	XCB81768.1	XCB83827.1	XCB85853.1	XCB87775.1	XCB89896.1	XCB91923.1	XCB93829.1	XCB95938.1	XCB97908.1	XCB99970.1	XCC02017.1	XCC03996.1	XCC06025.1	XCC08137.1	XCC10181.1	XCC12211.1	XCC14270.1	XCC16370.1	XCC18403.1	XCC20316.1	XCC22385.1	XCC24363.1	XCC26369.1	XCC28396.1	XCC30407.1	XCC32483.1
29	29	0.828	XCB75721.1	XCB77792.1	XCB79775.1	XCB81769.1	XCB83828.1	XCB85854.1	XCB87776.1	XCB89897.1	XCB91924.1	XCB93830.1	XCB95939.1	XCB97909.1	XCB99971.1	XCC02018.1	XCC03997.1	XCC06026.1	XCC08138.1	XCC10182.1	XCC12212.1	XCC14271.1	XCC16371.1	XCC18404.1	XCC20317.1	XCC22386.1	XCC24364.1	XCC26370.1	XCC28397.1	XCC30408.1	XCC32484.1
29	29	0.828	XCB75722.1	XCB77793.1	XCB79776.1	XCB81770.1	XCB83829.1	XCB85855.1	XCB87777.1	XCB89898.1	XCB91925.1	XCB93831.1	XCB95940.1	XCB97910.1	XCB99972.1	XCC02019.1	XCC03998.1	XCC06027.1	XCC08139.1	XCC10183.1	XCC12213.1	XCC14272.1	XCC16372.1	XCC18405.1	XCC20318.1	XCC22387.1	XCC24365.1	XCC26371.1	XCC28398.1	XCC30409.1	XCC32485.1
29	29	0.828	XCB75723.1	XCB77794.1	XCB79777.1	XCB81771.1	XCB83830.1	XCB85856.1	XCB87778.1	XCB89899.1	XCB91926.1	XCB93832.1	XCB95941.1	XCB97911.1	XCB99973.1	XCC02020.1	XCC03999.1	XCC06028.1	XCC08140.1	XCC10184.1	XCC12214.1	XCC14273.1	XCC16373.1	XCC18406.1	XCC20319.1	XCC22388.1	XCC24366.1	XCC26372.1	XCC28399.1	XCC30410.1	XCC32486.1
29	29	0.828	XCB75724.1	XCB77795.1	XCB79778.1	XCB81772.1	XCB83831.1	XCB85857.1	XCB87779.1	XCB89900.1	XCB91927.1	XCB93833.1	XCB95942.1	XCB97912.1	XCB99974.1	XCC02021.1	XCC04000.1	XCC06029.1	XCC08141.1	XCC10185.1	XCC12215.1	XCC14274.1	XCC16374.1	XCC18407.1	XCC20320.1	XCC22389.1	XCC24367.1	XCC26373.1	XCC28400.1	XCC30411.1	XCC32487.1
29	29	0.828	XCB75725.1	XCB77796.1	XCB79779.1	XCB81774.1	XCB83833.1	XCB85858.1	XCB87781.1	XCB89902.1	XCB91929.1	XCB93835.1	XCB95944.1	XCB97914.1	XCB99975.1	XCC02022.1	XCC04003.1	XCC06031.1	XCC08143.1	XCC10186.1	XCC12217.1	XCC14277.1	XCC16376.1	XCC18409.1	XCC20322.1	XCC22391.1	XCC24369.1	XCC26375.1	XCC28403.1	XCC30414.1	XCC32490.1
29	29	0.828	XCB75726.1	XCB77797.1	XCB79780.1	XCB81775.1	XCB83834.1	XCB85859.1	XCB87782.1	XCB89903.1	XCB91930.1	XCB93836.1	XCB95945.1	XCB97915.1	XCB99976.1	XCC02023.1	XCC04004.1	XCC06032.1	XCC08144.1	XCC10187.1	XCC12218.1	XCC14278.1	XCC16377.1	XCC18410.1	XCC20323.1	XCC22392.1	XCC24370.1	XCC26376.1	XCC28404.1	XCC30415.1	XCC32491.1
29	29	0.828	XCB75728.1	XCB77798.1	XCB79782.1	XCB81776.1	XCB83836.1	XCB85861.1	XCB87784.1	XCB89905.1	XCB91932.1	XCB93837.1	XCB95947.1	XCB97917.1	XCB99978.1	XCC02024.1	XCC04005.1	XCC06034.1	XCC08146.1	XCC10189.1	XCC12219.1	XCC14280.1	XCC16379.1	XCC18412.1	XCC20324.1	XCC22394.1	XCC24372.1	XCC26377.1	XCC28407.1	XCC30417.1	XCC32493.1
29	29	0.828	XCB75729.1	XCB77799.1	XCB79783.1	XCB81777.1	XCB83837.1	XCB85862.1	XCB87785.1	XCB89906.1	XCB91933.1	XCB93838.1	XCB95948.1	XCB97918.1	XCB99979.1	XCC02025.1	XCC04006.1	XCC06035.1	XCC08147.1	XCC10190.1	XCC12220.1	XCC14281.1	XCC16380.1	XCC18413.1	XCC20325.1	XCC22395.1	XCC24373.1	XCC26378.1	XCC28408.1	XCC30418.1	XCC32494.1
29	29	0.828	XCB75730.1	XCB77800.1	XCB79784.1	XCB81778.1	XCB83838.1	XCB85863.1	XCB87786.1	XCB89907.1	XCB91934.1	XCB93839.1	XCB95949.1	XCB97919.1	XCB99980.1	XCC02026.1	XCC04007.1	XCC06036.1	XCC08148.1	XCC10191.1	XCC12221.1	XCC14282.1	XCC16381.1	XCC18414.1	XCC20326.1	XCC22396.1	XCC24374.1	XCC26379.1	XCC28409.1	XCC30419.1	XCC32495.1
29	29	0.828	XCB75731.1	XCB77801.1	XCB79785.1	XCB81779.1	XCB83839.1	XCB85864.1	XCB87787.1	XCB89908.1	XCB91935.1	XCB93840.1	XCB95950.1	XCB97920.1	XCB99981.1	XCC02027.1	XCC04008.1	XCC06037.1	XCC08149.1	XCC10192.1	XCC12222.1	XCC14283.1	XCC16382.1	XCC18415.1	XCC20327.1	XCC22397.1	XCC24375.1	XCC26380.1	XCC28410.1	XCC30420.1	XCC32496.1
29	29	0.828	XCB75732.1	XCB77802.1	XCB79786.1	XCB81780.1	XCB83840.1	XCB85865.1	XCB87788.1	XCB89909.1	XCB91936.1	XCB93841.1	XCB95951.1	XCB97921.1	XCB99982.1	XCC02028.1	XCC04009.1	XCC06038.1	XCC08150.1	XCC10193.1	XCC12223.1	XCC14284.1	XCC16383.1	XCC18416.1	XCC20328.1	XCC22398.1	XCC24376.1	XCC26381.1	XCC28411.1	XCC30421.1	XCC32497.1
29	29	0.828	XCB75733.1	XCB77803.1	XCB79787.1	XCB81781.1	XCB83841.1	XCB85866.1	XCB87789.1	XCB89910.1	XCB91937.1	XCB93842.1	XCB95952.1	XCB97922.1	XCB99983.1	XCC02029.1	XCC04010.1	XCC06039.1	XCC08151.1	XCC10194.1	XCC12224.1	XCC14285.1	XCC16384.1	XCC18417.1	XCC20329.1	XCC22399.1	XCC24377.1	XCC26382.1	XCC28412.1	XCC30422.1	XCC32498.1
29	29	0.828	XCB75734.1	XCB77804.1	XCB79788.1	XCB82479.1	XCB83842.1	XCB86521.1	XCB87790.1	XCB89911.1	XCB91938.1	XCB93843.1	XCB95953.1	XCB97923.1	XCC00623.1	XCC02030.1	XCC04795.1	XCC06751.1	XCC08152.1	XCC10890.1	XCC12980.1	XCC14286.1	XCC16385.1	XCC19072.1	XCC20330.1	XCC22400.1	XCC25105.1	XCC27113.1	XCC29136.1	XCC30423.1	XCC32499.1
29	29	0.828	XCB75735.1	XCB77805.1	XCB79789.1	XCB81782.1	XCB83843.1	XCB85867.1	XCB87791.1	XCB89912.1	XCB91939.1	XCB93844.1	XCB95954.1	XCB97924.1	XCB99984.1	XCC02031.1	XCC04011.1	XCC06040.1	XCC08153.1	XCC10195.1	XCC12225.1	XCC14287.1	XCC16386.1	XCC18418.1	XCC20331.1	XCC22401.1	XCC24378.1	XCC26383.1	XCC28413.1	XCC30424.1	XCC32500.1
29	29	0.828	XCB75736.1	XCB77806.1	XCB79790.1	XCB81783.1	XCB83844.1	XCB85868.1	XCB87792.1	XCB89913.1	XCB91940.1	XCB93845.1	XCB95955.1	XCB97925.1	XCB99985.1	XCC02032.1	XCC04012.1	XCC06041.1	XCC08154.1	XCC10196.1	XCC12226.1	XCC14288.1	XCC16387.1	XCC18419.1	XCC20332.1	XCC22402.1	XCC24379.1	XCC26384.1	XCC28414.1	XCC30425.1	XCC32501.1
29	29	0.828	XCB75737.1	XCB77807.1	XCB79791.1	XCB81784.1	XCB83845.1	XCB85869.1	XCB87793.1	XCB89914.1	XCB91941.1	XCB93846.1	XCB95956.1	XCB97926.1	XCB99986.1	XCC02033.1	XCC04013.1	XCC06042.1	XCC08155.1	XCC10197.1	XCC12227.1	XCC14289.1	XCC16388.1	XCC18420.1	XCC20333.1	XCC22403.1	XCC24380.1	XCC26385.1	XCC28415.1	XCC30426.1	XCC32502.1
29	29	0.828	XCB75738.1	XCB77808.1	XCB79792.1	XCB81785.1	XCB83846.1	XCB85870.1	XCB87794.1	XCB89915.1	XCB91942.1	XCB93847.1	XCB95957.1	XCB97927.1	XCB99987.1	XCC02034.1	XCC04014.1	XCC06043.1	XCC08156.1	XCC10198.1	XCC12228.1	XCC14290.1	XCC16389.1	XCC18421.1	XCC20334.1	XCC22404.1	XCC24381.1	XCC26386.1	XCC28416.1	XCC30427.1	XCC32503.1
29	29	0.828	XCB75739.1	XCB77809.1	XCB79793.1	XCB81786.1	XCB83847.1	XCB85871.1	XCB87795.1	XCB89916.1	XCB91943.1	XCB93848.1	XCB95958.1	XCB97928.1	XCB99988.1	XCC02035.1	XCC04015.1	XCC06044.1	XCC08157.1	XCC10199.1	XCC12229.1	XCC14291.1	XCC16390.1	XCC18422.1	XCC20335.1	XCC22405.1	XCC24382.1	XCC26387.1	XCC28417.1	XCC30428.1	XCC32504.1
29	29	0.828	XCB75741.1	XCB77811.1	XCB79795.1	XCB81788.1	XCB83849.1	XCB85873.1	XCB87797.1	XCB89918.1	XCB91945.1	XCB93850.1	XCB95959.1	XCB97930.1	XCB99990.1	XCC02037.1	XCC04017.1	XCC06046.1	XCC08159.1	XCC10201.1	XCC12231.1	XCC14293.1	XCC16392.1	XCC18424.1	XCC20337.1	XCC22407.1	XCC24384.1	XCC26389.1	XCC28419.1	XCC30430.1	XCC32506.1
29	29	0.828	XCB75742.1	XCB77812.1	XCB79796.1	XCB81789.1	XCB83850.1	XCB85874.1	XCB87798.1	XCB89919.1	XCB91946.1	XCB93851.1	XCB95960.1	XCB97931.1	XCB99991.1	XCC02038.1	XCC04018.1	XCC06047.1	XCC08160.1	XCC10202.1	XCC12232.1	XCC14294.1	XCC16393.1	XCC18425.1	XCC20338.1	XCC22408.1	XCC24385.1	XCC26390.1	XCC28420.1	XCC30431.1	XCC32507.1
29	29	0.828	XCB75743.1	XCB77813.1	XCB79797.1	XCB81790.1	XCB83851.1	XCB85875.1	XCB87799.1	XCB89920.1	XCB91947.1	XCB93852.1	XCB95961.1	XCB97932.1	XCB99992.1	XCC02039.1	XCC04019.1	XCC06048.1	XCC08161.1	XCC10203.1	XCC12233.1	XCC14295.1	XCC16394.1	XCC18426.1	XCC20339.1	XCC22409.1	XCC24386.1	XCC26391.1	XCC28421.1	XCC30432.1	XCC32508.1
29	29	0.828	XCB75744.1	XCB77814.1	XCB79798.1	XCB81791.1	XCB83852.1	XCB85876.1	XCB87800.1	XCB89921.1	XCB91948.1	XCB93853.1	XCB95962.1	XCB97933.1	XCB99993.1	XCC02040.1	XCC04020.1	XCC06049.1	XCC08162.1	XCC10204.1	XCC12234.1	XCC14296.1	XCC16395.1	XCC18427.1	XCC20340.1	XCC22410.1	XCC24387.1	XCC26392.1	XCC28422.1	XCC30433.1	XCC32509.1
29	29	0.828	XCB75745.1	XCB77815.1	XCB79800.1	XCB81793.1	XCB83854.1	XCB85877.1	XCB87802.1	XCB89922.1	XCB91949.1	XCB93855.1	XCB95964.1	XCB97934.1	XCB99994.1	XCC02041.1	XCC04022.1	XCC06050.1	XCC08163.1	XCC10206.1	XCC12235.1	XCC14298.1	XCC16397.1	XCC18429.1	XCC20342.1	XCC22412.1	XCC24389.1	XCC26394.1	XCC28424.1	XCC30435.1	XCC32510.1
29	29	0.828	XCB75746.1	XCB77816.1	XCB79801.1	XCB81794.1	XCB83855.1	XCB85878.1	XCB87803.1	XCB89923.1	XCB91950.1	XCB93856.1	XCB95965.1	XCB97935.1	XCB99995.1	XCC02042.1	XCC04023.1	XCC06051.1	XCC08164.1	XCC10207.1	XCC12236.1	XCC14299.1	XCC16398.1	XCC18430.1	XCC20343.1	XCC22413.1	XCC24390.1	XCC26395.1	XCC28425.1	XCC30436.1	XCC32511.1
29	29	0.828	XCB75747.1	XCB77817.1	XCB79802.1	XCB81795.1	XCB83856.1	XCB85879.1	XCB87804.1	XCB89924.1	XCB91951.1	XCB93857.1	XCB95966.1	XCB97936.1	XCB99996.1	XCC02043.1	XCC04024.1	XCC06052.1	XCC08165.1	XCC10208.1	XCC12237.1	XCC14300.1	XCC16399.1	XCC18431.1	XCC20344.1	XCC22414.1	XCC24391.1	XCC26396.1	XCC28426.1	XCC30437.1	XCC32512.1
29	29	0.828	XCB75748.1	XCB77818.1	XCB79803.1	XCB81796.1	XCB83857.1	XCB85880.1	XCB87805.1	XCB89925.1	XCB91952.1	XCB93858.1	XCB95967.1	XCB97937.1	XCB99997.1	XCC02044.1	XCC04025.1	XCC06053.1	XCC08166.1	XCC10209.1	XCC12238.1	XCC14301.1	XCC16400.1	XCC18432.1	XCC20345.1	XCC22415.1	XCC24392.1	XCC26397.1	XCC28427.1	XCC30438.1	XCC32513.1
29	29	0.828	XCB75749.1	XCB77819.1	XCB79804.1	XCB81797.1	XCB83858.1	XCB85881.1	XCB87806.1	XCB89927.1	XCB91953.1	XCB93859.1	XCB95968.1	XCB97938.1	XCB99998.1	XCC02045.1	XCC04027.1	XCC06055.1	XCC08167.1	XCC10210.1	XCC12239.1	XCC14302.1	XCC16401.1	XCC18433.1	XCC20346.1	XCC22416.1	XCC24393.1	XCC26398.1	XCC28428.1	XCC30440.1	XCC32515.1
29	29	0.828	XCB75750.1	XCB77820.1	XCB79805.1	XCB81798.1	XCB83859.1	XCB85882.1	XCB87807.1	XCB89928.1	XCB91954.1	XCB93860.1	XCB95969.1	XCB97939.1	XCB99999.1	XCC02046.1	XCC04028.1	XCC06056.1	XCC08168.1	XCC10211.1	XCC12240.1	XCC14303.1	XCC16402.1	XCC18434.1	XCC20347.1	XCC22417.1	XCC24394.1	XCC26399.1	XCC28429.1	XCC30441.1	XCC32516.1
29	29	0.828	XCB75751.1	XCB77822.1	XCB79806.1	XCB81799.1	XCB83862.1	XCB85885.1	XCB87808.1	XCB89931.1	XCB91956.1	XCB93862.1	XCB95971.1	XCB97940.1	XCC00001.1	XCC02048.1	XCC04029.1	XCC06058.1	XCC08170.1	XCC10212.1	XCC12242.1	XCC14305.1	XCC16404.1	XCC18436.1	XCC20348.1	XCC22419.1	XCC24396.1	XCC26401.1	XCC28430.1	XCC30444.1	XCC32517.1
29	29	0.828	XCB75752.1	XCB77823.1	XCB79807.1	XCB81800.1	XCB83863.1	XCB85886.1	XCB87809.1	XCB89932.1	XCB91957.1	XCB93863.1	XCB95972.1	XCB97941.1	XCC00002.1	XCC02049.1	XCC04030.1	XCC06059.1	XCC08171.1	XCC10213.1	XCC12243.1	XCC14306.1	XCC16405.1	XCC18437.1	XCC20349.1	XCC22420.1	XCC24397.1	XCC26402.1	XCC28431.1	XCC30445.1	XCC32518.1
29	29	0.828	XCB75753.1	XCB77824.1	XCB79808.1	XCB81801.1	XCB83864.1	XCB85887.1	XCB87810.1	XCB89933.1	XCB91958.1	XCB93864.1	XCB95973.1	XCB97942.1	XCC00003.1	XCC02050.1	XCC04031.1	XCC06060.1	XCC08172.1	XCC10214.1	XCC12244.1	XCC14307.1	XCC16406.1	XCC18438.1	XCC20350.1	XCC22421.1	XCC24398.1	XCC26403.1	XCC28432.1	XCC30446.1	XCC32519.1
29	29	0.828	XCB75754.1	XCB77825.1	XCB79809.1	XCB81802.1	XCB83865.1	XCB85888.1	XCB87811.1	XCB89934.1	XCB91959.1	XCB93865.1	XCB95974.1	XCB97943.1	XCC00004.1	XCC02051.1	XCC04032.1	XCC06061.1	XCC08173.1	XCC10215.1	XCC12245.1	XCC14308.1	XCC16407.1	XCC18439.1	XCC20351.1	XCC22422.1	XCC24399.1	XCC26404.1	XCC28433.1	XCC30447.1	XCC32520.1
29	29	0.828	XCB75755.1	XCB77826.1	XCB79810.1	XCB81803.1	XCB83866.1	XCB85889.1	XCB87812.1	XCB89935.1	XCB91960.1	XCB93866.1	XCB95975.1	XCB97944.1	XCC00005.1	XCC02052.1	XCC04033.1	XCC06062.1	XCC08174.1	XCC10216.1	XCC12246.1	XCC14309.1	XCC16408.1	XCC18440.1	XCC20352.1	XCC22423.1	XCC24400.1	XCC26405.1	XCC28434.1	XCC30448.1	XCC32521.1
29	29	0.828	XCB75756.1	XCB77827.1	XCB79811.1	XCB81804.1	XCB83867.1	XCB85890.1	XCB87813.1	XCB89936.1	XCB91961.1	XCB93867.1	XCB95976.1	XCB97945.1	XCC00006.1	XCC02053.1	XCC04034.1	XCC06063.1	XCC08175.1	XCC10217.1	XCC12247.1	XCC14310.1	XCC16409.1	XCC18441.1	XCC20353.1	XCC22424.1	XCC24401.1	XCC26406.1	XCC28435.1	XCC30449.1	XCC32522.1
29	29	0.828	XCB75757.1	XCB77828.1	XCB79812.1	XCB81805.1	XCB83868.1	XCB85891.1	XCB87814.1	XCB89937.1	XCB91962.1	XCB93868.1	XCB95977.1	XCB97946.1	XCC00007.1	XCC02054.1	XCC04035.1	XCC06064.1	XCC08176.1	XCC10218.1	XCC12248.1	XCC14311.1	XCC16410.1	XCC18442.1	XCC20354.1	XCC22425.1	XCC24402.1	XCC26407.1	XCC28436.1	XCC30450.1	XCC32523.1
29	29	0.828	XCB75758.1	XCB77829.1	XCB79813.1	XCB81806.1	XCB83869.1	XCB85892.1	XCB87815.1	XCB89938.1	XCB91963.1	XCB93869.1	XCB95978.1	XCB97947.1	XCC00008.1	XCC02055.1	XCC04036.1	XCC06065.1	XCC08177.1	XCC10219.1	XCC12249.1	XCC14312.1	XCC16411.1	XCC18443.1	XCC20355.1	XCC22426.1	XCC24403.1	XCC26408.1	XCC28437.1	XCC30451.1	XCC32524.1
29	29	0.828	XCB75759.1	XCB77830.1	XCB79814.1	XCB81807.1	XCB83870.1	XCB85893.1	XCB87816.1	XCB89939.1	XCB91964.1	XCB93870.1	XCB95979.1	XCB97948.1	XCC00009.1	XCC02056.1	XCC04037.1	XCC06066.1	XCC08178.1	XCC10220.1	XCC12250.1	XCC14313.1	XCC16412.1	XCC18444.1	XCC20356.1	XCC22427.1	XCC24404.1	XCC26409.1	XCC28438.1	XCC30452.1	XCC32525.1
29	29	0.828	XCB75760.1	XCB77831.1	XCB79815.1	XCB81808.1	XCB83871.1	XCB85894.1	XCB87817.1	XCB89940.1	XCB91965.1	XCB93871.1	XCB95980.1	XCB97949.1	XCC00010.1	XCC02057.1	XCC04038.1	XCC06067.1	XCC08179.1	XCC10221.1	XCC12251.1	XCC14314.1	XCC16413.1	XCC18445.1	XCC20357.1	XCC22428.1	XCC24405.1	XCC26410.1	XCC28439.1	XCC30453.1	XCC32526.1
29	29	0.828	XCB75761.1	XCB77832.1	XCB79816.1	XCB81809.1	XCB83872.1	XCB85895.1	XCB87818.1	XCB89941.1	XCB91966.1	XCB93872.1	XCB95981.1	XCB97950.1	XCC00011.1	XCC02058.1	XCC04039.1	XCC06068.1	XCC08180.1	XCC10222.1	XCC12252.1	XCC14315.1	XCC16414.1	XCC18446.1	XCC20358.1	XCC22429.1	XCC24406.1	XCC26411.1	XCC28440.1	XCC30454.1	XCC32527.1
29	29	0.828	XCB75762.1	XCB77833.1	XCB79817.1	XCB81810.1	XCB83873.1	XCB85896.1	XCB87819.1	XCB89942.1	XCB91967.1	XCB93873.1	XCB95982.1	XCB97951.1	XCC00012.1	XCC02059.1	XCC04040.1	XCC06069.1	XCC08181.1	XCC10223.1	XCC12253.1	XCC14316.1	XCC16415.1	XCC18447.1	XCC20359.1	XCC22430.1	XCC24407.1	XCC26412.1	XCC28441.1	XCC30455.1	XCC32528.1
29	29	0.828	XCB75763.1	XCB77834.1	XCB79818.1	XCB81811.1	XCB83874.1	XCB85897.1	XCB87820.1	XCB89943.1	XCB91968.1	XCB93874.1	XCB95983.1	XCB97952.1	XCC00013.1	XCC02060.1	XCC04041.1	XCC06070.1	XCC08182.1	XCC10224.1	XCC12254.1	XCC14317.1	XCC16416.1	XCC18448.1	XCC20360.1	XCC22431.1	XCC24408.1	XCC26413.1	XCC28442.1	XCC30456.1	XCC32529.1
29	29	0.828	XCB75764.1	XCB77835.1	XCB79819.1	XCB81812.1	XCB83875.1	XCB85898.1	XCB87821.1	XCB89944.1	XCB91969.1	XCB93875.1	XCB95984.1	XCB97953.1	XCC00014.1	XCC02061.1	XCC04042.1	XCC06071.1	XCC08183.1	XCC10225.1	XCC12255.1	XCC14318.1	XCC16417.1	XCC18449.1	XCC20361.1	XCC22432.1	XCC24409.1	XCC26414.1	XCC28443.1	XCC30457.1	XCC32530.1
29	29	0.828	XCB75765.1	XCB77836.1	XCB79820.1	XCB81813.1	XCB83876.1	XCB85899.1	XCB87822.1	XCB89945.1	XCB91970.1	XCB93876.1	XCB95985.1	XCB97954.1	XCC00015.1	XCC02062.1	XCC04043.1	XCC06072.1	XCC08184.1	XCC10226.1	XCC12256.1	XCC14319.1	XCC16418.1	XCC18450.1	XCC20362.1	XCC22433.1	XCC24410.1	XCC26415.1	XCC28444.1	XCC30458.1	XCC32531.1
